,,,,,,,,,,,,,,," 863,555,008.10 ",,,,,,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD06,Software Casting Simulation,,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD06,Software Casting Simulation,,,,Sep-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD06,Software Casting Simulation,,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD06,Software Casting Simulation,,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD06,Software Casting Simulation,,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD07,Software Cinema 4D for Rendering - 2x perpetual license,,,,Mar-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD07,Software Cinema 4D for Rendering - 2x perpetual license,,,,Apr-24,SHARE,D1204,2024,275708,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD07,Software Cinema 4D for Rendering - 2x perpetual license,,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD07,Software Cinema 4D for Rendering - 2x perpetual license,,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD07,Software Cinema 4D for Rendering - 2x perpetual license,,,,Jul-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD07,Software Cinema 4D for Rendering - 2x perpetual license,,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD07,Software Cinema 4D for Rendering - 2x perpetual license,,,,Sep-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD07,Software Cinema 4D for Rendering - 2x perpetual license,,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD07,Software Cinema 4D for Rendering - 2x perpetual license,,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD07,Software Cinema 4D for Rendering - 2x perpetual license,,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD08,Software Rhino (Upgrade),,,,Mar-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD08,Software Rhino (Upgrade),,,,Apr-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD08,Software Rhino (Upgrade),,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD08,Software Rhino (Upgrade),,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD08,Software Rhino (Upgrade),,,,Jul-24,SHARE,D1204,2024,592760,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD08,Software Rhino (Upgrade),,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD08,Software Rhino (Upgrade),,,,Sep-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD08,Software Rhino (Upgrade),,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD08,Software Rhino (Upgrade),,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD08,Software Rhino (Upgrade),,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD09,Software Solidworks Engineering package - 1y subscription,,,,Mar-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD09,Software Solidworks Engineering package - 1y subscription,,,,Apr-24,SHARE,D1204,2024,380000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD09,Software Solidworks Engineering package - 1y subscription,,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD09,Software Solidworks Engineering package - 1y subscription,,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD09,Software Solidworks Engineering package - 1y subscription,,,,Jul-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD09,Software Solidworks Engineering package - 1y subscription,,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD09,Software Solidworks Engineering package - 1y subscription,,,,Sep-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD09,Software Solidworks Engineering package - 1y subscription,,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD09,Software Solidworks Engineering package - 1y subscription,,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD09,Software Solidworks Engineering package - 1y subscription,,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD10,Software Z-Brush (Upgrade) - perpetual license (all CAD team),,,,Mar-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD10,Software Z-Brush (Upgrade) - perpetual license (all CAD team),,,,Apr-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD10,Software Z-Brush (Upgrade) - perpetual license (all CAD team),,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD10,Software Z-Brush (Upgrade) - perpetual license (all CAD team),,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD10,Software Z-Brush (Upgrade) - perpetual license (all CAD team),,,,Jul-24,SHARE,D1204,2024,1049664,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD10,Software Z-Brush (Upgrade) - perpetual license (all CAD team),,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD10,Software Z-Brush (Upgrade) - perpetual license (all CAD team),,,,Sep-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD10,Software Z-Brush (Upgrade) - perpetual license (all CAD team),,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD10,Software Z-Brush (Upgrade) - perpetual license (all CAD team),,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD10,Software Z-Brush (Upgrade) - perpetual license (all CAD team),,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD11,Spare part 3D printing,,,,Mar-24,SHARE,D1204,2024,100000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD11,Spare part 3D printing,,,,Apr-24,SHARE,D1204,2024,100000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD11,Spare part 3D printing,,,,May-24,SHARE,D1204,2024,100000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD11,Spare part 3D printing,,,,Jun-24,SHARE,D1204,2024,100000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD11,Spare part 3D printing,,,,Jul-24,SHARE,D1204,2024,100000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD11,Spare part 3D printing,,,,Aug-24,SHARE,D1204,2024,100000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD11,Spare part 3D printing,,,,Sep-24,SHARE,D1204,2024,100000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD11,Spare part 3D printing,,,,Oct-24,SHARE,D1204,2024,100000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD11,Spare part 3D printing,,,,Nov-24,SHARE,D1204,2024,100000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD11,Spare part 3D printing,,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Mar-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Apr-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Jul-24,SHARE,D1204,2024,1500000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Sep-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Mar-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Apr-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,May-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Jun-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Jul-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Aug-24,SHARE,D1205,2024,1000000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Sep-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Oct-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Nov-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Dec-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Mar-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Apr-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,May-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Jun-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Jul-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Aug-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Sep-24,SHARE,D1205,2024,200000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Oct-24,SHARE,D1205,2024,200000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Nov-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Dec-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Mar-24,SHARE,D1205,2024,5000000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Apr-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,May-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Jun-24,SHARE,D1205,2024,5000000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Jul-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Aug-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Sep-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Oct-24,SHARE,D1205,2024,1000000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Nov-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Dec-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Mar-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Apr-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,May-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Jun-24,SHARE,D1601,2024,200000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Jul-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Aug-24,SHARE,D1601,2024,260000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Sep-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Oct-24,SHARE,D1601,2024,30000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Nov-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Dec-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,2426,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Apr-24,SHARE,D1602,2024,930000,2024,PPT1,2426,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,May-24,SHARE,D1602,2024,0,2024,PPT1,2426,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,2426,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Jul-24,SHARE,D1602,2024,930000,2024,PPT1,2426,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,2426,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,2426,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Oct-24,SHARE,D1602,2024,930000,2024,PPT1,2426,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,2426,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,2426,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Apr-24,SHARE,D1602,2024,800000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Apr-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Nov-24,SHARE,D1602,2024,1500000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Apr-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
